Issuer Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Nominal,Price,Location,Exchange,Market Currency
ETN,EATON PLC,Industrials,Equity,"210,033,528.65",0.18,"210,033,528.65","589,237.00",356.45,United States,New York Stock Exchange Inc.,USD
SU,SCHNEIDER ELECTRIC,Industrials,Equity,"206,266,874.45",0.18,"206,266,874.45","830,256.00",248.44,France,Nyse Euronext - Euronext Paris,EUR
COF,CAPITAL ONE FINANCIAL CORP,Financials,Equity,"202,845,840.00",0.18,"202,845,840.00","956,820.00",212.00,United States,New York Stock Exchange Inc.,USD
UNP,UNION PACIFIC CORP,Industrials,Equity,"202,327,437.40",0.18,"202,327,437.40","907,420.00",222.97,United States,New York Stock Exchange Inc.,USD
SAN,BANCO SANTANDER SA,Financials,Equity,"199,551,291.38",0.17,"199,551,291.38","23,031,995.00",8.66,Spain,Bolsa De Madrid,EUR
SYK,STRYKER CORP,Health Care,Equity,"199,265,952.00",0.17,"199,265,952.00","523,200.00",380.86,United States,New York Stock Exchange Inc.,USD
LOW,LOWES COMPANIES INC,Consumer Discretionary,Equity,"199,026,386.62",0.17,"199,026,386.62","838,147.00",237.46,United States,New York Stock Exchange Inc.,USD
DE,DEERE,Industrials,Equity,"197,917,467.06",0.17,"197,917,467.06","389,157.00",508.58,United States,New York Stock Exchange Inc.,USD
6501,HITACHI LTD,Industrials,Equity,"197,827,491.47",0.17,"197,827,491.47","7,069,480.00",27.98,Japan,Tokyo Stock Exchange,JPY
APH,AMPHENOL CORP CLASS A,Information Technology,Equity,"197,454,049.52",0.17,"197,454,049.52","1,829,464.00",107.93,United States,New York Stock Exchange Inc.,USD
BHP,BHP GROUP LTD,Materials,Equity,"193,916,609.83",0.17,"193,916,609.83","7,540,473.00",25.72,Australia,Asx - All Markets,AUD
TD,TORONTO DOMINION,Financials,Equity,"193,032,695.36",0.17,"193,032,695.36","2,647,023.00",72.92,Canada,Toronto Stock Exchange,CAD
DHR,DANAHER CORP,Health Care,Equity,"192,272,042.88",0.17,"192,272,042.88","965,997.00",199.04,United States,New York Stock Exchange Inc.,USD
ANET,ARISTA NETWORKS INC,Information Technology,Equity,"191,394,678.92",0.17,"191,394,678.92","1,620,341.00",118.12,United States,New York Stock Exchange Inc.,USD
