Issuer Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Nominal,Price,Location,Exchange,Market Currency
SIGN,SIG GROUP N AG,Materials,Equity,"8,514,404.71",0.01,"8,514,404.71","516,010.00",16.50,Switzerland,SIX Swiss Exchange,CHF
KESKOB,KESKO CLASS B,Consumer Staples,Equity,"8,477,969.97",0.01,"8,477,969.97","382,572.00",22.16,Finland,Nasdaq Omx Helsinki Ltd.,EUR
GJF,GJENSIDIGE FORSIKRING,Financials,Equity,"8,424,084.97",0.01,"8,424,084.97","309,914.00",27.18,Norway,Oslo Bors Asa,NOK
2413,M3 INC,Health Care,Equity,"8,421,876.63",0.01,"8,421,876.63","664,400.00",12.68,Japan,Tokyo Stock Exchange,JPY
4528,ONO PHARMACEUTICAL LTD,Health Care,Equity,"8,393,324.29",0.01,"8,393,324.29","733,800.00",11.44,Japan,Tokyo Stock Exchange,JPY
H78,HONGKONG LAND HOLDINGS LTD,Real Estate,Equity,"8,388,640.53",0.01,"8,388,640.53","1,391,151.00",6.03,Hong Kong,Singapore Exchange,USD
BEIJ B,BEIJER REF CLASS B,Industrials,Equity,"8,373,413.90",0.01,"8,373,413.90","488,835.00",17.13,Sweden,Nasdaq Omx Nordic,SEK
BFB,BROWN FORMAN CORP CLASS B,Consumer Staples,Equity,"8,350,144.46",0.01,"8,350,144.46","275,219.00",30.34,United States,New York Stock Exchange Inc.,USD
DCC,DCC PLC,Industrials,Equity,"8,330,122.87",0.01,"8,330,122.87","134,453.00",61.96,United Kingdom,London Stock Exchange,GBP
ACI,ALBERTSONS COMPANY INC CLASS A,Consumer Staples,Equity,"8,254,269.28",0.01,"8,254,269.28","428,126.00",19.28,United States,New York Stock Exchange Inc.,USD
AIA,AUCKLAND INTERNATIONAL AIRPORT LTD,Industrials,Equity,"8,241,727.64",0.01,"8,241,727.64","1,831,045.00",4.50,New Zealand,New Zealand Exchange Ltd,NZD
REC,RECORDATI INDUSTRIA CHIMICA E FARM,Health Care,Equity,"8,247,883.93",0.01,"8,247,883.93","141,491.00",58.29,Italy,Borsa Italiana,EUR
1878,DAITO TRUST CONSTRUCTION LTD,Real Estate,Equity,"8,220,335.92",0.01,"8,220,335.92","76,494.00",107.46,Japan,Tokyo Stock Exchange,JPY
LUG,LUNDIN GOLD INC,Materials,Equity,"8,205,803.26",0.01,"8,205,803.26","163,659.00",50.14,Canada,Toronto Stock Exchange,CAD
9CI,CAPITALAND INVESTMENT LTD,Real Estate,Equity,"8,129,131.88",0.01,"8,129,131.88","3,780,780.00",2.15,Singapore,Singapore Exchange,SGD
P911,DR ING HC F PORSCHE PRF AG,Consumer Discretionary,Equity,"8,113,427.86",0.01,"8,113,427.86","160,194.00",50.65,Germany,Xetra,EUR
6586,MAKITA CORP,Industrials,Equity,"8,115,318.85",0.01,"8,115,318.85","247,326.00",32.81,Japan,Tokyo Stock Exchange,JPY
9107,KAWASAKI KISEN LTD,Industrials,Equity,"8,046,151.45",0.01,"8,046,151.45","553,600.00",14.53,Japan,Tokyo Stock Exchange,JPY
U96,SEMBCORP INDUSTRIES LTD,Utilities,Equity,"8,041,574.17",0.01,"8,041,574.17","1,328,200.00",6.05,Singapore,Singapore Exchange,SGD
BIM,BIOMERIEUX SA,Health Care,Equity,"8,000,472.50",0.01,"8,000,472.50","55,471.00",144.23,France,Nyse Euronext - Euronext Paris,EUR
5201,AGC INC,Industrials,Equity,"7,961,301.75",0.01,"7,961,301.75","256,412.00",31.05,Japan,Tokyo Stock Exchange,JPY
TEMN,TEMENOS AG,Information Technology,Equity,"7,887,617.22",0.01,"7,887,617.22","87,223.00",90.43,Switzerland,SIX Swiss Exchange,CHF
9005,TOKYU CORP,Industrials,Equity,"7,880,206.33",0.01,"7,880,206.33","664,891.00",11.85,Japan,Tokyo Stock Exchange,JPY
EVK,EVONIK INDUSTRIES AG,Materials,Equity,"7,816,980.10",0.01,"7,816,980.10","406,165.00",19.25,Germany,Xetra,EUR
1928,SANDS CHINA LTD,Consumer Discretionary,Equity,"7,775,250.72",0.01,"7,775,250.72","3,093,470.00",2.51,Hong Kong,Hong Kong Exchanges And Clearing Ltd,HKD
RAND,RANDSTAD HOLDING,Industrials,Equity,"7,740,221.74",0.01,"7,740,221.74","166,556.00",46.47,Netherlands,Euronext Amsterdam,EUR
LEG,LEG IMMOBILIEN N,Real Estate,Equity,"7,725,396.82",0.01,"7,725,396.82","95,216.00",81.14,Germany,Xetra,EUR
SOBI,SWEDISH ORPHAN BIOVITRUM,Health Care,Equity,"7,725,979.91",0.01,"7,725,979.91","271,689.00",28.44,Sweden,Nasdaq Omx Nordic,SEK
SAGA B,SAGAX CLASS B,Real Estate,Equity,"7,697,381.82",0.01,"7,697,381.82","354,129.00",21.74,Sweden,Nasdaq Omx Nordic,SEK
QAN,QANTAS AIRWAYS LTD,Industrials,Equity,"7,682,463.49",0.01,"7,682,463.49","1,085,808.00",7.08,Australia,Asx - All Markets,AUD
AVOL,AVOLTA AG,Consumer Discretionary,Equity,"7,684,418.95",0.01,"7,684,418.95","146,303.00",52.52,Switzerland,SIX Swiss Exchange,CHF
BS6,YANGZIJIANG SHIPBUILDING (HOLDINGS,Industrials,Equity,"7,588,511.99",0.01,"7,588,511.99","3,804,000.00",1.99,Singapore,Singapore Exchange,SGD
SPX,SPIRAX GROUP PLC,Industrials,Equity,"7,562,693.44",0.01,"7,562,693.44","92,457.00",81.80,United Kingdom,London Stock Exchange,GBP
INDU A,INDUSTRIVARDEN A,Financials,Equity,"7,570,097.71",0.01,"7,570,097.71","203,579.00",37.19,Sweden,Nasdaq Omx Nordic,SEK
VCX,VICINITY CENTRES,Real Estate,Equity,"7,551,957.27",0.01,"7,551,957.27","4,712,751.00",1.60,Australia,Asx - All Markets,AUD
7735,SCREEN HOLDINGS LTD,Information Technology,Equity,"7,507,229.81",0.01,"7,507,229.81","92,900.00",80.81,Japan,Tokyo Stock Exchange,JPY
9435,HIKARI TSUSHIN INC,Industrials,Equity,"7,508,616.77",0.01,"7,508,616.77","26,800.00",280.17,Japan,Tokyo Stock Exchange,JPY
4091,NIPPON SANSO HOLDINGS CORP,Materials,Equity,"7,513,635.59",0.01,"7,513,635.59","204,400.00",36.76,Japan,Tokyo Stock Exchange,JPY
STERV,STORA ENSO CLASS R,Materials,Equity,"7,484,612.79",0.01,"7,484,612.79","709,408.00",10.55,Finland,Nasdaq Omx Helsinki Ltd.,EUR
DIM,SARTORIUS STEDIM BIOTECH SA,Health Care,Equity,"7,450,537.88",0.01,"7,450,537.88","37,915.00",196.51,France,Nyse Euronext - Euronext Paris,EUR
LAND,LAND SECURITIES GROUP REIT PLC,Real Estate,Equity,"7,394,621.60",0.01,"7,394,621.60","963,508.00",7.67,United Kingdom,London Stock Exchange,GBP
INDU C,INDUSTRIVARDEN SERIES,Financials,Equity,"7,362,630.31",0.01,"7,362,630.31","197,615.00",37.26,Sweden,Nasdaq Omx Nordic,SEK
SRT3,SARTORIUS PREF AG,Health Care,Equity,"7,299,007.90",0.01,"7,299,007.90","35,128.00",207.78,Germany,Xetra,EUR
DIE,DIETEREN (D) SA,Consumer Discretionary,Equity,"7,238,936.41",0.01,"7,238,936.41","35,083.00",206.34,Belgium,Nyse Euronext - Euronext Brussels,EUR
BOL,BOLLORE,Communication,Equity,"7,193,719.41",0.01,"7,193,719.41","1,230,408.00",5.85,France,Nyse Euronext - Euronext Paris,EUR
8331,CHIBA BANK LTD,Financials,Equity,"7,166,102.61",0.01,"7,166,102.61","769,000.00",9.32,Japan,Tokyo Stock Exchange,JPY
PHNX,PHOENIX GROUP HOLDINGS PLC,Financials,Equity,"7,121,263.79",0.01,"7,121,263.79","792,687.00",8.98,United Kingdom,London Stock Exchange,GBP
9143,SG HOLDINGS LTD,Industrials,Equity,"7,081,460.88",0.01,"7,081,460.88","610,600.00",11.60,Japan,Tokyo Stock Exchange,JPY
BARN,BARRY CALLEBAUT AG,Consumer Staples,Equity,"7,021,170.64",0.01,"7,021,170.64","5,904.00","1,189.22",Switzerland,SIX Swiss Exchange,CHF
7752,RICOH LTD,Information Technology,Equity,"6,999,209.87",0.01,"6,999,209.87","777,400.00",9.00,Japan,Tokyo Stock Exchange,JPY
IVN,IVANHOE MINES LTD CLASS A,Materials,Equity,"6,961,899.04",0.01,"6,961,899.04","869,323.00",8.01,Canada,Toronto Stock Exchange,CAD
ANA,ACCIONA SA,Utilities,Equity,"6,771,595.06",0.01,"6,771,595.06","34,912.00",193.96,Spain,Bolsa De Madrid,EUR
TEP,TELEPERFORMANCE,Industrials,Equity,"6,711,577.24",0.01,"6,711,577.24","84,837.00",79.11,France,Nyse Euronext - Euronext Paris,EUR
UHR,THE SWATCH GROUP AG,Consumer Discretionary,Equity,"6,622,327.66",0.01,"6,622,327.66","37,914.00",174.67,Switzerland,SIX Swiss Exchange,CHF
SOF,SOFINA SA,Financials,Equity,"6,611,844.31",0.01,"6,611,844.31","21,157.00",312.51,Belgium,Nyse Euronext - Euronext Brussels,EUR
3003,HULIC LTD,Real Estate,Equity,"6,562,012.17",0.01,"6,562,012.17","634,034.00",10.35,Japan,Tokyo Stock Exchange,JPY
DHER,DELIVERY HERO,Consumer Discretionary,Equity,"6,557,342.38",0.01,"6,557,342.38","223,033.00",29.40,Germany,Xetra,EUR
AKE,ARKEMA SA,Materials,Equity,"6,436,620.74",0.01,"6,436,620.74","94,887.00",67.83,France,Nyse Euronext - Euronext Paris,EUR
BKW,BKW N AG,Utilities,Equity,"6,378,446.33",0.01,"6,378,446.33","28,152.00",226.57,Switzerland,SIX Swiss Exchange,CHF
SAP,SAPUTO INC,Consumer Staples,Equity,"6,379,257.28",0.01,"6,379,257.28","302,828.00",21.07,Canada,Toronto Stock Exchange,CAD
CEN,CONTACT ENERGY LTD,Utilities,Equity,"6,365,535.68",0.01,"6,365,535.68","1,175,692.00",5.41,New Zealand,New Zealand Exchange Ltd,NZD
6841,YOKOGAWA ELECTRIC CORP,Information Technology,Equity,"6,361,656.21",0.01,"6,361,656.21","233,100.00",27.29,Japan,Tokyo Stock Exchange,JPY
BMW3,BMW PREF AG,Consumer Discretionary,Equity,"6,343,693.37",0.01,"6,343,693.37","70,093.00",90.50,Germany,Xetra,EUR
F34,WILMAR INTERNATIONAL LTD,Consumer Staples,Equity,"6,297,051.27",0.01,"6,297,051.27","2,749,997.00",2.29,Singapore,Singapore Exchange,SGD
4716,ORACLE JAPAN CORP,Information Technology,Equity,"6,229,466.07",0.01,"6,229,466.07","55,415.00",112.41,Japan,Tokyo Stock Exchange,JPY
AMUN,AMUNDI SA,Financials,Equity,"6,166,083.62",0.01,"6,166,083.62","82,399.00",74.83,France,Nyse Euronext - Euronext Paris,EUR
BMED,BANCA MEDIOLANUM,Financials,Equity,"6,150,796.95",0.01,"6,150,796.95","338,080.00",18.19,Italy,Borsa Italiana,EUR
TIT,TELECOM ITALIA,Communication,Equity,"6,120,472.58",0.01,"6,120,472.58","12,775,905.00",0.48,Italy,Borsa Italiana,EUR
ICL,ICL GROUP LTD,Materials,Equity,"6,127,356.32",0.01,"6,127,356.32","1,012,258.00",6.05,Israel,Tel Aviv Stock Exchange,ILS
1997,WHARF REAL ESTATE INVESTMENT COMPA,Real Estate,Equity,"6,118,802.14",0.01,"6,118,802.14","1,944,590.00",3.15,Hong Kong,Hong Kong Exchanges And Clearing Ltd,HKD
DEMANT,DEMANT,Health Care,Equity,"6,081,972.09",0.01,"6,081,972.09","155,719.00",39.06,Denmark,Omx Nordic Exchange Copenhagen A/S,DKK
IPN,IPSEN SA,Health Care,Equity,"6,082,455.77",0.01,"6,082,455.77","49,057.00",123.99,France,Nyse Euronext - Euronext Paris,EUR
CPR,DAVIDE CAMPARI MILANO NV,Consumer Staples,Equity,"6,053,290.17",0.01,"6,053,290.17","795,878.00",7.61,Italy,Borsa Italiana,EUR
ROCK B,ROCKWOOL CLASS B,Industrials,Equity,"6,008,377.97",0.01,"6,008,377.97","139,297.00",43.13,Denmark,Omx Nordic Exchange Copenhagen A/S,DKK
CVC,CVC CAPITAL PARTNERS PLC,Financials,Equity,"6,012,988.98",0.01,"6,012,988.98","317,003.00",18.97,Netherlands,Euronext Amsterdam,EUR
CRDA,CRODA INTERNATIONAL PLC,Materials,Equity,"5,967,548.63",0.01,"5,967,548.63","169,642.00",35.18,United Kingdom,London Stock Exchange,GBP
1038,CHEUNG KONG INFRASTRUCTURE HOLDING,Utilities,Equity,"5,967,652.04",0.01,"5,967,652.04","852,500.00",7.00,Hong Kong,Hong Kong Exchanges And Clearing Ltd,HKD
UHALB,U HAUL NON VOTING SERIES N,Industrials,Equity,"5,928,005.38",0.01,"5,928,005.38","116,281.00",50.98,United States,New York Stock Exchange Inc.,USD
CU,CANADIAN UTILITIES LTD CLASS A,Utilities,Equity,"5,913,756.77",0.01,"5,913,756.77","210,820.00",28.05,Canada,Toronto Stock Exchange,CAD
COV,COVIVIO SA,Real Estate,Equity,"5,897,972.98",0.01,"5,897,972.98","90,415.00",65.23,France,Nyse Euronext - Euronext Paris,EUR
GFC,GECINA SA,Real Estate,Equity,"5,839,057.45",0.01,"5,839,057.45","58,669.00",99.53,France,Nyse Euronext - Euronext Paris,EUR
LUND B,LUNDBERGFORETAGEN CLASS B,Financials,Equity,"5,722,972.12",0.00,"5,722,972.12","115,880.00",49.39,Sweden,Nasdaq Omx Nordic,SEK
LATO B,LATOUR INVESTMENT CLASS B,Industrials,Equity,"5,672,478.07",0.00,"5,672,478.07","218,202.00",26.00,Sweden,Nasdaq Omx Nordic,SEK
BALD B,FASTIGHETS BALDER CLASS B,Real Estate,Equity,"5,621,545.53",0.00,"5,621,545.53","803,955.00",6.99,Sweden,Nasdaq Omx Nordic,SEK
GRF,GRIFOLS SA CLASS A,Health Care,Equity,"5,428,205.43",0.00,"5,428,205.43","361,575.00",15.01,Spain,Bolsa De Madrid,EUR
9023,TOKYO METRO LTD,Industrials,Equity,"5,381,644.34",0.00,"5,381,644.34","466,900.00",11.53,Japan,Tokyo Stock Exchange,JPY
INW,INFRASTRUTTURE WIRELESS ITALIANE,Communication,Equity,"5,315,747.39",0.00,"5,315,747.39","441,076.00",12.05,Italy,Borsa Italiana,EUR
RAA,RATIONAL AG,Industrials,Equity,"5,323,105.77",0.00,"5,323,105.77","6,709.00",793.43,Germany,Xetra,EUR
MEL,MERIDIAN ENERGY LTD,Utilities,Equity,"5,243,936.07",0.00,"5,243,936.07","1,547,974.00",3.39,New Zealand,New Zealand Exchange Ltd,NZD
7181,JAPAN POST INSURANCE LTD,Financials,Equity,"5,225,480.01",0.00,"5,225,480.01","195,700.00",26.70,Japan,Tokyo Stock Exchange,JPY
4768,OTSUKA CORP,Information Technology,Equity,"5,171,164.08",0.00,"5,171,164.08","237,972.00",21.73,Japan,Tokyo Stock Exchange,JPY
7550,ZENSHO HOLDINGS LTD,Consumer Discretionary,Equity,"5,149,442.84",0.00,"5,149,442.84","94,600.00",54.43,Japan,Tokyo Stock Exchange,JPY
HOLM B,HOLMEN CLASS B,Materials,Equity,"5,075,927.43",0.00,"5,075,927.43","132,310.00",38.36,Sweden,Nasdaq Omx Nordic,SEK
3038,KOBE BUSSAN LTD,Consumer Staples,Equity,"5,076,581.10",0.00,"5,076,581.10","184,500.00",27.52,Japan,Tokyo Stock Exchange,JPY
6645,OMRON CORP,Information Technology,Equity,"4,981,725.39",0.00,"4,981,725.39","188,100.00",26.48,Japan,Tokyo Stock Exchange,JPY
EDPR,EDP RENOVAVEIS SA,Utilities,Equity,"4,972,138.54",0.00,"4,972,138.54","421,877.00",11.79,Portugal,Nyse Euronext - Euronext Lisbon,EUR
BEPC,BROOKFIELD RENEWABLE SUBORDINATE V,Utilities,Equity,"4,977,042.62",0.00,"4,977,042.62","145,270.00",34.26,Canada,Toronto Stock Exchange,CAD
G13,GENTING SINGAPORE LTD,Consumer Discretionary,Equity,"4,895,544.52",0.00,"4,895,544.52","8,409,240.00",0.58,Singapore,Singapore Exchange,SGD
SDR,SCHRODERS PLC,Financials,Equity,"4,875,869.93",0.00,"4,875,869.93","946,097.00",5.15,United Kingdom,London Stock Exchange,GBP
NEXI,NEXI,Financials,Equity,"4,816,134.91",0.00,"4,816,134.91","794,059.00",6.07,Italy,Borsa Italiana,EUR
FDJU,FDJ UNITED,Consumer Discretionary,Equity,"4,776,040.28",0.00,"4,776,040.28","144,283.00",33.10,France,Nyse Euronext - Euronext Paris,EUR
AZRG,AZRIELI GROUP LTD,Real Estate,Equity,"4,691,142.20",0.00,"4,691,142.20","51,266.00",91.51,Israel,Tel Aviv Stock Exchange,ILS
HIK,HIKMA PHARMACEUTICALS PLC,Health Care,Equity,"4,670,237.82",0.00,"4,670,237.82","183,415.00",25.46,United Kingdom,London Stock Exchange,GBP
IGM,IGM FINANCIAL INC,Financials,Equity,"4,629,943.08",0.00,"4,629,943.08","137,349.00",33.71,Canada,Toronto Stock Exchange,CAD
JDEP,JDE PEETS NV,Consumer Staples,Equity,"4,631,068.50",0.00,"4,631,068.50","154,596.00",29.96,Netherlands,Euronext Amsterdam,EUR
ADP,AEROPORTS DE PARIS SA,Industrials,Equity,"4,538,438.72",0.00,"4,538,438.72","35,004.00",129.66,France,Nyse Euronext - Euronext Paris,EUR
BCVN,BC VAUD N,Financials,Equity,"4,440,119.73",0.00,"4,440,119.73","37,789.00",117.50,Switzerland,SIX Swiss Exchange,CHF
INPST,INPOST SA,Industrials,Equity,"4,408,480.68",0.00,"4,408,480.68","298,013.00",14.79,Netherlands,Euronext Amsterdam,EUR
12,HENDERSON LAND DEVELOPMENT LTD,Real Estate,Equity,"4,329,179.21",0.00,"4,329,179.21","1,226,830.00",3.53,Hong Kong,Hong Kong Exchanges And Clearing Ltd,HKD
2587,SUNTORY BEVERAGE & FOOD LTD,Consumer Staples,Equity,"4,317,953.81",0.00,"4,317,953.81","139,100.00",31.04,Japan,Tokyo Stock Exchange,JPY
2897,NISSIN FOODS HOLDINGS LTD,Consumer Staples,Equity,"4,238,817.19",0.00,"4,238,817.19","228,600.00",18.54,Japan,Tokyo Stock Exchange,JPY
6465,HOSHIZAKI CORP,Industrials,Equity,"4,192,207.26",0.00,"4,192,207.26","121,200.00",34.59,Japan,Tokyo Stock Exchange,JPY
2267,YAKULT HONSHA LTD,Consumer Staples,Equity,"4,121,523.28",0.00,"4,121,523.28","254,800.00",16.18,Japan,Tokyo Stock Exchange,JPY
LOTB,LOTUS BAKERIES NV,Consumer Staples,Equity,"3,681,515.63",0.00,"3,681,515.63",415.00,"8,871.15",Belgium,Nyse Euronext - Euronext Brussels,EUR
9719,SCSK CORP,Information Technology,Equity,"3,645,250.77",0.00,"3,645,250.77","114,600.00",31.81,Japan,Tokyo Stock Exchange,JPY
RF,EURAZEO,Financials,Equity,"3,605,047.60",0.00,"3,605,047.60","58,534.00",61.59,France,Nyse Euronext - Euronext Paris,EUR
REH,REECE LTD,Industrials,Equity,"3,563,160.87",0.00,"3,563,160.87","417,445.00",8.54,Australia,Asx - All Markets,AUD
DKK,DKK CASH,Cash and/or Derivatives,Cash,"3,546,305.01",0.00,"3,546,305.01","22,880,937.00",15.50,Denmark,--,DKK
19,SWIRE PACIFIC LTD A,Industrials,Equity,"3,539,650.75",0.00,"3,539,650.75","394,401.00",8.97,Hong Kong,Hong Kong Exchanges And Clearing Ltd,HKD
9202,ANA HOLDINGS INC,Industrials,Equity,"3,488,292.85",0.00,"3,488,292.85","182,387.00",19.13,Japan,Tokyo Stock Exchange,JPY
SALM,SALMAR,Consumer Staples,Equity,"3,482,754.48",0.00,"3,482,754.48","83,543.00",41.69,Norway,Oslo Bors Asa,NOK
4324,DENTSU GROUP INC,Communication,Equity,"3,312,079.76",0.00,"3,312,079.76","160,800.00",20.60,Japan,Tokyo Stock Exchange,JPY
1308,SITC INTERNATIONAL HOLDINGS LTD,Industrials,Equity,"3,212,015.59",0.00,"3,212,015.59","972,000.00",3.30,Hong Kong,Hong Kong Exchanges And Clearing Ltd,HKD
4,WHARF (HOLDINGS) LTD,Real Estate,Equity,"3,173,843.92",0.00,"3,173,843.92","1,146,000.00",2.77,Hong Kong,Hong Kong Exchanges And Clearing Ltd,HKD
3092,ZOZO INC,Consumer Discretionary,Equity,"3,127,717.45",0.00,"3,127,717.45","309,300.00",10.11,Japan,Tokyo Stock Exchange,JPY
JD.,JD SPORTS FASHION PLC,Consumer Discretionary,Equity,"2,976,418.83",0.00,"2,976,418.83","2,623,187.00",1.13,United Kingdom,London Stock Exchange,GBP
DIA,DIASORIN,Health Care,Equity,"2,837,132.77",0.00,"2,837,132.77","28,764.00",98.64,Italy,Borsa Italiana,EUR
RED,REDEIA CORPORACION SA,Utilities,Equity,"2,822,556.27",0.00,"2,822,556.27","146,923.00",19.21,Spain,Bolsa De Madrid,EUR
BCE,BCE INC,Communication,Equity,"2,371,835.95",0.00,"2,371,835.95","100,761.00",23.54,Canada,Toronto Stock Exchange,CAD
AUD,AUD CASH,Cash and/or Derivatives,Cash,"2,109,441.29",0.00,"2,109,441.29","3,264,631.00",64.61,Australia,--,AUD
NOK,NOK CASH,Cash and/or Derivatives,Cash,"1,727,372.42",0.00,"1,727,372.42","17,742,706.00",9.74,Norway,--,NOK
ILS,ILS CASH,Cash and/or Derivatives,Cash,"1,274,037.62",0.00,"1,274,037.62","4,405,240.00",28.92,Israel,--,ILS
SGD,SGD CASH,Cash and/or Derivatives,Cash,"1,183,599.74",0.00,"1,183,599.74","1,524,832.00",77.62,Singapore,--,SGD
9201,JAPAN AIRLINES LTD,Industrials,Equity,"1,013,788.03",0.00,"1,013,788.03","48,281.00",21.00,Japan,Tokyo Stock Exchange,JPY
NZD,NZD CASH,Cash and/or Derivatives,Cash,"949,273.93",0.00,"949,273.93","1,611,260.00",58.92,New Zealand,--,NZD
9613,NTT DATA GROUP CORP,Information Technology,Equity,"18,804.98",0.00,"18,804.98",700.00,26.86,Japan,Tokyo Stock Exchange,JPY
CHF,CHF/USD,Cash and/or Derivatives,FX,"7,285.91",0.00,"7,285.91","4,793,261.00",1.00,United States,--,USD
ETD_JPY,ETD JPY BALANCE WITH 06738C,Cash and/or Derivatives,Cash,0.00,0.00,0.00,0.00,0.68,Japan,--,JPY
MARGIN_JPY,FUTURES JPY MARGIN BALANCE,Cash and/or Derivatives,Cash Collateral and Margins,0.01,0.00,0.01,1.00,0.68,Japan,--,JPY
ILS,ILS/USD,Cash and/or Derivatives,FX,"-3,994.82",0.00,"-3,994.82","1,077,122.00",1.00,United States,--,USD
GBP,GBP/USD,Cash and/or Derivatives,FX,"-2,176.83",0.00,"-2,176.83","6,910,575.00",1.00,United States,--,USD
NZD,NZD/USD,Cash and/or Derivatives,FX,-377.60,0.00,-377.60,"169,862.00",1.00,United States,--,USD
SGD,SGD/USD,Cash and/or Derivatives,FX,-201.36,0.00,-201.36,"759,400.00",1.00,United States,--,USD
HKD,HKD/USD,Cash and/or Derivatives,FX,-111.98,0.00,-111.98,"8,227,472.00",1.00,United States,--,USD
EUR,EUR/USD,Cash and/or Derivatives,FX,-106.92,0.00,-106.92,"15,273,798.00",1.00,United States,--,USD
JPY,JPY/USD,Cash and/or Derivatives,FX,-85.55,0.00,-85.55,"1,576,083,990.00",1.00,United States,--,USD
CAD,CAD/USD,Cash and/or Derivatives,FX,-66.75,0.00,-66.75,"9,061,309.00",1.00,United States,--,USD
GBP,GBP/USD,Cash and/or Derivatives,FX,-55.67,0.00,-55.67,"5,567,371.00",1.00,United States,--,USD
CHF,CHF/USD,Cash and/or Derivatives,FX,-47.76,0.00,-47.76,"3,890,385.00",1.00,United States,--,USD
EUR,EUR/USD,Cash and/or Derivatives,FX,-33.01,0.00,-33.01,"4,715,294.00",1.00,United States,--,USD
EUR,EUR/USD,Cash and/or Derivatives,FX,-33.01,0.00,-33.01,"4,715,294.00",1.00,United States,--,USD
AUD,AUD/USD,Cash and/or Derivatives,FX,-27.51,0.00,-27.51,"5,501,844.00",1.00,United States,--,USD
JPY,JPY/USD,Cash and/or Derivatives,FX,-26.32,0.00,-26.32,"484,948,920.00",1.00,United States,--,USD
JPY,JPY/USD,Cash and/or Derivatives,FX,-26.32,0.00,-26.32,"484,948,920.00",1.00,United States,--,USD
CAD,CAD/USD,Cash and/or Derivatives,FX,-20.54,0.00,-20.54,"2,788,095.00",1.00,United States,--,USD
CAD,CAD/USD,Cash and/or Derivatives,FX,-20.54,0.00,-20.54,"2,788,095.00",1.00,United States,--,USD
NOK,NOK/USD,Cash and/or Derivatives,FX,-19.86,0.00,-19.86,"3,975,301.00",1.00,United States,--,USD
GBP,GBP/USD,Cash and/or Derivatives,FX,-17.13,0.00,-17.13,"1,713,037.00",1.00,United States,--,USD
GBP,GBP/USD,Cash and/or Derivatives,FX,-17.13,0.00,-17.13,"1,713,037.00",1.00,United States,--,USD
SEK,SEK/USD,Cash and/or Derivatives,FX,-15.58,0.00,-15.58,"15,025,379.00",1.00,United States,--,USD
CHF,CHF/USD,Cash and/or Derivatives,FX,-14.70,0.00,-14.70,"1,197,042.00",1.00,United States,--,USD
CHF,CHF/USD,Cash and/or Derivatives,FX,-14.70,0.00,-14.70,"1,197,042.00",1.00,United States,--,USD
DKK,DKK/USD,Cash and/or Derivatives,FX,-9.93,0.00,-9.93,"6,357,263.00",1.00,United States,--,USD
HKD,HKD/USD,Cash and/or Derivatives,FX,-8.53,0.00,-8.53,"6,736,457.00",1.00,United States,--,USD
AUD,AUD/USD,Cash and/or Derivatives,FX,-8.46,0.00,-8.46,"1,692,875.00",1.00,United States,--,USD
AUD,AUD/USD,Cash and/or Derivatives,FX,-8.46,0.00,-8.46,"1,692,875.00",1.00,United States,--,USD
SEK,SEK/USD,Cash and/or Derivatives,FX,-4.80,0.00,-4.80,"4,623,194.00",1.00,United States,--,USD
SEK,SEK/USD,Cash and/or Derivatives,FX,-4.80,0.00,-4.80,"4,623,194.00",1.00,United States,--,USD
SGD,SGD/USD,Cash and/or Derivatives,FX,-3.81,0.00,-3.81,"485,823.00",1.00,United States,--,USD
NOK,NOK/USD,Cash and/or Derivatives,FX,-3.17,0.00,-3.17,"3,242,847.00",1.00,United States,--,USD
DKK,DKK/USD,Cash and/or Derivatives,FX,-3.05,0.00,-3.05,"1,956,081.00",1.00,United States,--,USD
DKK,DKK/USD,Cash and/or Derivatives,FX,-3.05,0.00,-3.05,"1,956,081.00",1.00,United States,--,USD
HKD,HKD/USD,Cash and/or Derivatives,FX,-2.62,0.00,-2.62,"2,072,756.00",1.00,United States,--,USD
HKD,HKD/USD,Cash and/or Derivatives,FX,-2.62,0.00,-2.62,"2,072,756.00",1.00,United States,--,USD
ILS,ILS/USD,Cash and/or Derivatives,FX,-1.93,0.00,-1.93,"657,695.00",1.00,United States,--,USD
SGD,SGD/USD,Cash and/or Derivatives,FX,-1.51,0.00,-1.51,"193,128.00",1.00,United States,--,USD
SGD,SGD/USD,Cash and/or Derivatives,FX,-1.51,0.00,-1.51,"193,128.00",1.00,United States,--,USD
NOK,NOK/USD,Cash and/or Derivatives,FX,-0.97,0.00,-0.97,"997,799.00",1.00,United States,--,USD
