Ticker,Name,Sector,P/E,P/B,PEG,D/E,ROIC,Dividend Yield %,1M %,1Y %,Peter Lynch,Personal Model
ADM.L,ADMIRAL GROUP PLC ORD 0.1P,Financial Services,15.44,740.82,9.31,1.02,,0.0,2.13,25.9,0.21,62.5
AKAM,"Akamai Technologies, Inc.",Technology,23.67,2.29,1.04,1.18,0.07,0.0,-12.53,-30.52,1.91,50.0
PME.AX,PROMEDICUS FPO [PME],Healthcare,331.72,145.04,,0.01,,0.0,-1.96,148.3,0.0,50.0
POOL,Pool Corporation,Industrials,28.23,8.78,,1.2,0.23,0.02,-0.9,-11.19,0.0,50.0
CNH,CNH Industrial N.V.,Industrials,19.12,2.02,1.16,3.54,0.07,0.02,-9.2,30.81,1.73,50.0
TLS.AX,TELSTRA FPO [TLS],Communication Services,33.13,3.87,,1.04,,0.04,2.05,35.85,0.0,25.0
GLPI,"Gaming and Leisure Properties, ",Real Estate,17.66,2.85,,1.46,0.1,0.07,-3.25,-1.04,0.0,37.5
KOG.OL,KONGSBERG GRUPPEN,Industrials,39.06,14.25,3.19,0.28,0.44,0.01,-8.17,45.09,0.63,87.5
1928.T,SEKISUI HOUSE,Consumer Cyclical,10.72,1.14,,1.0,0.08,0.04,6.79,4.55,0.0,12.5
RPRX,Royalty Pharma plc,Healthcare,16.13,2.56,3.31,0.84,0.13,0.02,4.77,47.35,0.6,50.0
CCK,"Crown Holdings, Inc.",Consumer Cyclical,21.36,4.04,0.8,1.99,0.14,0.01,-5.76,19.88,2.51,75.0
UU..L,,,,,,0.0,,,,,0.0,12.5
KNIN.SW,KUEHNE+NAGEL INT N,Industrials,17.63,10.55,2.91,1.74,0.56,0.05,-0.5,-29.32,0.69,62.5
MONC,,,,,,0.0,,,,,0.0,12.5
AGS,"PlayAGS, Inc.",Consumer Cyclical,10.77,4.41,,4.64,0.11,0.0,2.04,10.34,0.0,50.0
SPSN.SW,SWISS PRIME SITE N,Real Estate,25.15,1.32,,0.83,,0.03,-1.56,31.66,0.0,37.5
BEI,,,,,,0.0,,,,,0.0,12.5
JBHT,"J.B. Hunt Transport Services, I",Industrials,25.35,3.69,1.91,0.56,0.15,0.01,-8.38,-13.54,1.05,75.0
OC,Owens Corning Inc,Industrials,17.61,2.33,1.6,1.15,0.11,0.02,-1.83,-6.81,1.25,75.0
669.HK,,,,,,0.0,,,,,0.0,12.5
STN.TO,STANTEC INC,Industrials,44.47,5.66,,0.68,0.14,0.01,0.21,35.56,0.0,37.5
2503.T,KIRIN HOLDINGS COMPANY LIMITED,Consumer Defensive,31.63,1.52,0.48,0.72,0.09,0.02,5.11,8.75,4.15,50.0
CLNX,,,,,,0.0,,,,,0.0,12.5
SAB,Saratoga Investment Corp 6.75% ,,8.73,1.12,,0.0,,0.08,,,0.0,25.0
TPL,Texas Pacific Land Corporation,Energy,43.02,15.37,,0.0,0.44,0.01,-17.7,5.32,0.0,37.5
ROL,"Rollins, Inc.",Consumer Cyclical,58.06,19.68,5.16,0.67,0.34,0.01,5.07,24.25,0.39,50.0
J,Jacobs Solutions Inc.,Industrials,38.09,4.64,1.9,0.63,0.1,0.01,10.4,25.71,1.05,75.0
7269.T,SUZUKI MOTOR CORP,Consumer Cyclical,8.35,1.16,,0.2,0.07,0.02,7.23,13.75,0.0,50.0
IMO.TO,IMPERIAL OIL,Energy,12.97,2.4,,0.17,0.22,0.02,7.55,22.78,0.0,62.5
REP,221316,,,,,0.0,,,,,0.0,12.5
ZBH,"Zimmer Biomet Holdings, Inc.",Healthcare,24.21,1.57,1.28,0.6,0.06,0.01,4.26,-7.31,1.56,50.0
VWS.CO,Vestas Wind Systems A/S,Industrials,27.68,34.95,0.73,0.99,0.29,0.0,8.06,-29.54,2.73,75.0
HLMA.L,HALMA PLC ORD 10P,Industrials,42.05,652.22,3.5,0.45,,0.0,2.06,30.9,0.57,50.0
PFG,Principal Financial Group Inc,Financial Services,15.44,1.5,,0.35,,0.04,-5.28,6.2,0.0,50.0
PNR,Pentair plc.,Industrials,28.07,4.59,1.74,0.44,0.15,0.01,-3.68,22.99,1.15,87.5
1925.T,DAIWA HOUSE INDUSTRY CO,Real Estate,10.28,1.25,,0.97,0.05,0.03,7.55,25.47,0.0,12.5
KPN,45416,,,,,0.0,,,,,0.0,12.5
POLI.TA,BANK HAPOALIM B.M.,Financial Services,10.11,135.39,,0.0,,0.0,-3.68,82.42,0.0,50.0
MRU.TO,METRO INC,Consumer Defensive,23.64,3.26,,0.63,0.14,0.01,-0.92,33.0,0.0,62.5
INF.L,INFORMA PLC ORD 0.1P,Communication Services,174.16,197.1,,0.61,,0.0,5.79,8.88,0.0,12.5
APTV,Aptiv PLC,Consumer Cyclical,15.14,1.5,0.92,0.84,0.11,0.0,-5.67,-1.09,2.18,62.5
CTRA,Coterra Energy Inc.,Energy,11.49,1.26,,0.29,0.11,0.04,-4.46,3.12,0.0,62.5
HOLX,"Hologic, Inc.",Healthcare,28.24,3.12,1.5,0.52,0.11,0.0,3.36,-18.63,1.33,62.5
LNT,Alliant Energy Corporation,Utilities,22.63,2.36,2.11,1.58,0.06,0.01,7.19,20.97,0.95,50.0
1.HK,,,,,,0.0,,,,,0.0,12.5
TRU,TransUnion,Financial Services,45.34,3.89,1.73,1.12,0.08,0.0,-3.52,7.29,1.15,50.0
WY,Weyerhaeuser Company,Real Estate,67.05,1.93,3.13,0.55,0.04,0.03,-2.56,-14.6,0.64,25.0
NN,NextNav Inc.,Technology,,35.99,,35.01,-0.43,0.0,-14.28,88.36,0.0,0.0
BIIB,Biogen Inc.,Healthcare,12.5,1.09,,0.37,0.09,0.0,-1.77,-35.31,0.0,37.5
6178.T,JAPAN POST HLDGS CO LTD,Financial Services,12.17,0.47,,0.0,,0.03,7.52,10.82,0.0,37.5
GPC,Genuine Parts Company,Consumer Cyclical,22.91,3.94,1.7,1.36,0.13,0.03,6.26,0.15,1.18,75.0
DKNG,DraftKings Inc.,Consumer Cyclical,,21.07,,1.89,-0.1,0.0,0.19,41.33,0.0,25.0
MAA,Mid-America Apartment Communiti,Real Estate,28.91,2.79,,0.84,0.07,0.04,-5.54,-4.54,0.0,25.0
NTNX,"Nutanix, Inc.",Technology,,-27.0,1.82,0.0,0.27,0.0,-6.47,43.72,0.0,50.0
FRE,3143749,,,,,0.0,,,,,0.0,12.5
PODD,Insulet Corporation,Healthcare,92.5,17.79,7.67,1.31,0.11,0.0,3.24,68.56,0.26,50.0
TER,"Teradyne, Inc.",Technology,37.19,6.03,1.93,0.03,0.19,0.0,15.83,-11.3,1.04,87.5
6594.T,NIDEC CORPORATION,Industrials,19.73,1.92,1.36,0.36,0.04,0.01,7.62,1.21,1.47,50.0
GALD.SW,GALDERMA GROUP N,Healthcare,101.64,3.99,1.35,0.37,,0.0,3.01,76.13,1.49,62.5
CSL,Carlisle Companies Incorporated,Industrials,20.52,7.35,1.14,0.89,0.27,0.01,-11.14,-4.62,1.76,75.0
2502.T,ASAHI GROUP HLDGS,Consumer Defensive,17.13,1.11,6.25,0.0,0.04,0.03,5.1,15.14,0.32,37.5
XRO.AX,XERO FPO [XRO],Technology,133.46,12.51,,0.61,,0.0,0.65,39.21,0.0,12.5
WST,"West Pharmaceutical Services, I",Healthcare,36.02,5.92,3.47,0.11,0.19,0.0,6.63,-16.02,0.58,87.5
INVH,Invitation Homes Inc.,Real Estate,33.65,1.9,12.92,0.85,0.05,0.04,-7.19,-13.17,0.16,50.0
SHB-A.ST,Svenska Handelsbanken ser. A,Financial Services,9.22,1.28,31.85,0.0,,0.06,-4.66,27.51,0.07,37.5
IT,"Gartner, Inc.",Technology,14.12,11.48,,1.87,0.38,0.0,-41.94,-52.36,0.0,50.0
CHKP,Check Point Software Technologi,Technology,23.87,6.93,1.87,0.0,0.34,0.0,-20.72,-0.58,1.07,87.5
HNR1,,,,,,0.0,,,,,0.0,12.5
IHG.L,INTERCONTINENTAL HOTELS GROUP P,Consumer Cyclical,24.93,-601.34,1.19,0.0,,0.0,0.68,22.37,1.67,62.5
HAL,Halliburton Company,Energy,9.81,1.7,11.42,0.81,0.16,0.03,-5.17,-30.77,0.18,62.5
BURL,"Burlington Stores, Inc.",Consumer Cyclical,34.12,12.5,,3.94,0.26,0.0,7.07,7.73,0.0,50.0
KEY,KeyCorp,Financial Services,,1.15,,0.0,,0.05,-4.6,26.5,0.0,25.0
GEN,Gen Digital Inc.,Technology,27.43,7.94,0.82,3.75,0.15,0.01,0.96,24.51,2.44,75.0
TEVA,Teva Pharmaceutical Industries ,Healthcare,,2.75,,2.57,0.04,0.0,-2.03,-6.08,0.0,12.5
SAAB-B.ST,SAAB AB ser. B,Industrials,52.33,6.82,1.91,0.25,0.15,0.0,1.7,114.22,1.05,87.5
EVO.ST,Evolution AB,Consumer Cyclical,13.4,47.8,,0.02,0.34,0.0,14.35,-11.35,0.0,62.5
ZM,"Zoom Communications, Inc.",Technology,21.49,2.44,,0.01,0.1,0.0,-7.51,26.94,0.0,50.0
STLAM,,,,,,0.0,,,,,0.0,12.5
MT,Arcelor Mittal NY Registry Shar,Basic Materials,10.24,0.47,,0.24,0.03,0.02,0.21,55.4,0.0,37.5
PSTG,"Pure Storage, Inc.",Technology,154.16,15.4,1.62,0.22,0.14,0.0,0.64,3.35,1.24,62.5
PKG,Packaging Corporation of Americ,Consumer Cyclical,19.6,3.9,1.7,0.62,0.18,0.03,-3.75,3.73,1.18,62.5
MKC,"McCormick & Company, Incorporat",Consumer Defensive,24.5,3.37,2.93,0.79,0.11,0.02,-2.62,-7.31,0.68,62.5
8308.T,RESONA HOLDINGS,Financial Services,15.31,1.16,1.49,0.0,,0.02,8.43,66.35,1.35,62.5
FTV,Fortive Corporation,Technology,21.22,1.53,0.85,0.48,0.07,0.01,-11.12,-9.07,2.34,62.5
NTRA,"Natera, Inc.",Healthcare,,16.63,,0.15,-0.14,0.0,-6.06,32.63,0.0,12.5
KER,Kernel Holding SA,,,,,0.0,,,,,0.0,12.5
COL.AX,COLESGROUP FPO [COL],Consumer Defensive,24.88,7.33,,2.85,,0.03,1.72,17.61,0.0,37.5
RS,"Reliance, Inc.",Basic Materials,20.62,2.07,,0.24,0.13,0.02,-13.08,2.37,0.0,50.0
EVRG,"Evergy, Inc.",Utilities,19.9,1.67,3.05,1.44,0.06,0.0,5.25,28.66,0.65,25.0
4307.T,NOMURA RESEARCH INSTITUTE,Technology,37.25,7.88,,0.6,0.09,0.01,12.44,36.03,0.0,50.0
CF,"CF Industries Holdings, Inc.",Basic Materials,10.6,2.66,0.53,0.43,0.26,0.02,-18.07,3.87,3.75,87.5
TXT,Textron Inc.,Industrials,17.35,1.85,0.92,0.55,0.09,0.0,-6.61,-9.44,2.16,50.0
STMPA,,,,,,0.0,,,,,0.0,12.5
BALL,Ball Corporation,Consumer Cyclical,26.76,2.79,,1.33,0.08,0.01,-6.7,-12.01,0.0,37.5
SCMN.SW,SWISSCOM N,Communication Services,22.5,2.47,117.62,1.35,0.17,0.0,2.84,15.81,0.02,50.0
PNDORA.CO,Pandora A/S,Consumer Cyclical,15.45,21.18,1.31,3.97,0.57,0.02,-4.09,3.61,1.52,87.5
6971.T,KYOCERA CORP,Industrials,111.11,0.81,0.69,0.1,0.02,0.03,14.25,21.64,2.91,37.5
L,Loews Corporation,Financial Services,14.88,1.11,,0.49,0.08,0.0,3.08,20.76,0.0,37.5
SNA,Snap-On Incorporated,Industrials,17.14,2.94,2.48,0.23,0.2,0.03,1.16,20.85,0.81,87.5
6201.T,TOYOTA INDUSTRIES CORP,Industrials,18.99,0.99,,0.35,0.02,0.02,-0.09,57.61,0.0,37.5
TSN,"Tyson Foods, Inc.",Consumer Defensive,25.93,1.11,0.45,0.49,0.06,0.04,3.56,-4.48,4.4,62.5
IFF,International Flavors & Fragran,Basic Materials,,1.13,0.79,0.47,-0.01,0.02,-16.97,-32.67,0.0,50.0
7013.T,IHI CORPORATION,Industrials,22.47,5.17,,0.99,0.1,0.01,13.11,241.8,0.0,50.0
EQH,"Equitable Holdings, Inc.",Financial Services,42.61,-198.4,,2.3,0.31,0.02,-1.74,37.56,0.0,25.0
ILMN,"Illumina, Inc.",Healthcare,11.97,6.45,,1.15,0.35,0.0,-2.96,-23.47,0.0,50.0
5020.T,ENEOS HOLDINGS INC,Energy,213.22,0.72,,0.77,0.03,0.03,12.57,27.39,0.0,12.5
WAT,Waters Corporation,Healthcare,25.36,7.75,5.09,0.74,0.24,0.0,-19.48,-15.48,0.39,62.5
9531.T,TOKYO GAS CO,Utilities,28.82,1.24,,0.75,0.04,0.01,17.02,67.13,0.0,25.0
ORG.AX,ORIGIN ENE FPO [ORG],Utilities,14.56,1.98,,0.4,,0.05,2.67,21.45,0.0,37.5
823.HK,,,,,,0.0,,,,,0.0,12.5
STO.AX,SANTOS FPO [STO],Energy,13.59,1.64,,0.43,,0.03,1.94,8.54,0.0,37.5
OKTA,"Okta, Inc.",Technology,140.85,2.44,0.49,0.14,0.02,0.0,-7.67,1.32,4.04,50.0
DOW,Dow Inc.,Basic Materials,,0.87,,0.97,0.01,0.13,-28.89,-56.7,0.0,0.0
DECK,Deckers Outdoor Corporation,Consumer Cyclical,15.64,6.12,1.79,0.13,0.52,0.0,-3.08,-31.47,1.12,100.0
CHRW,"C.H. Robinson Worldwide, Inc.",Industrials,26.54,7.74,2.56,0.95,0.24,0.02,17.82,21.52,0.78,75.0
9735.T,SECOM CO,Industrials,22.29,1.9,,0.05,0.07,0.02,9.82,24.54,0.0,37.5
SGSN.SW,SGS N,Industrials,25.81,24.7,3.46,6.1,,0.04,-0.39,-7.76,0.58,62.5
8309.T,SUMITOMO MITSUI TRUST GP INC,Financial Services,11.26,0.91,2.98,0.0,,0.04,4.25,30.21,0.67,50.0
BAMI,,,,,,0.0,,,,,0.0,12.5
TW,Tradeweb Markets Inc.,Financial Services,52.29,4.74,3.95,0.01,0.14,0.0,-0.86,17.75,0.51,50.0
ESSITY-B.ST,Essity AB ser. B,Consumer Defensive,13.8,2.08,3.03,0.51,0.23,0.03,-7.54,-16.58,0.66,62.5
BLDR,"Builders FirstSource, Inc.",Industrials,19.85,3.5,,1.27,0.14,0.0,-0.6,-14.99,0.0,50.0
DPZ,Domino's Pizza Inc,Consumer Cyclical,25.7,-3.9,2.6,0.0,0.96,0.01,-5.06,1.88,0.77,75.0
ESS,"Essex Property Trust, Inc.",Real Estate,20.47,2.91,6.7,1.17,0.08,0.04,-10.6,-6.77,0.3,62.5
BAH,Booz Allen Hamilton Holding Cor,Industrials,13.56,12.82,,3.93,0.28,0.02,3.14,-23.94,0.0,62.5
SUI,"Sun Communities, Inc.",Real Estate,,2.13,,0.6,0.02,0.03,-1.59,2.28,0.0,25.0
RPM,RPM International Inc.,Basic Materials,22.28,5.32,2.05,1.05,0.16,0.02,5.3,6.42,0.97,87.5
ACM,AECOM,Industrials,23.5,6.29,1.08,1.18,0.21,0.01,2.43,23.81,1.85,75.0
CLX,Clorox Company (The),Consumer Defensive,19.15,47.92,0.6,5.98,0.4,0.04,-0.9,-9.81,3.34,75.0
LISN.SW,LINDT N,Consumer Defensive,42.05,5.62,0.95,0.36,,0.01,-10.89,6.82,2.1,62.5
MAS,Masco Corporation,Industrials,18.38,-172.79,1.73,21.49,0.43,0.02,4.05,-2.7,1.16,75.0
SUN.AX,SUNCORP FPO [SUN],Financial Services,19.17,1.52,,0.17,,0.05,-2.35,11.38,0.0,50.0
ZBRA,Zebra Technologies Corporation,Technology,29.86,4.46,1.25,0.65,0.14,0.0,-1.28,-0.72,1.6,75.0
EXPD,Expeditors International of Was,Industrials,19.11,7.21,5.34,0.27,0.51,0.01,-0.13,-0.37,0.38,75.0
FOXA,Fox Corporation,Communication Services,10.98,2.02,,0.6,0.19,0.01,-2.16,38.93,0.0,62.5
A5G,,,,,,0.0,,,,,0.0,12.5
FPH.NZ,Fisher & Paykel Healthcare Corp,Healthcare,57.33,11.37,,0.08,0.26,0.01,-0.35,12.88,0.0,62.5
9766.T,KONAMI GROUP CORPORATION,Communication Services,44.19,6.85,2.8,0.16,0.19,0.01,21.58,119.78,0.71,62.5
REG,Regency Centers Corporation,Real Estate,33.61,2.02,2.87,0.74,0.05,0.04,4.2,6.08,0.7,37.5
KRZ,,,,,,0.0,,,,,0.0,12.5
GMAB.CO,Genmab A/S,Healthcare,12.67,2.39,1.18,0.03,0.26,0.0,0.77,-24.34,1.69,87.5
FDS,FactSet Research Systems Inc.,Financial Services,27.93,6.72,1.97,0.75,0.2,0.01,-14.6,-4.23,1.02,75.0
ESLT.TA,ELBIT SYSTEMS LTD,Industrials,59.88,2199.64,,0.42,0.12,0.0,10.32,132.93,0.0,50.0
9101.T,NIPPON YUSEN KABUSHIKI KAISHA,Industrials,4.89,0.8,,0.3,0.04,0.06,1.08,23.99,0.0,37.5
UPM,89980,,,,,0.0,,,,,0.0,12.5
8015.T,TOYOTA TSUSHO CORP,Industrials,11.48,1.56,,0.68,0.06,0.03,21.93,73.49,0.0,12.5
FNF,"Fidelity National Financial, In",Financial Services,14.82,2.0,,0.5,0.14,0.03,5.68,9.6,0.0,37.5
ACS,1538592,,,,,0.0,,,,,0.0,12.5
2.HK,,,,,,0.0,,,,,0.0,12.5
BAER.SW,JULIUS BAER N,Financial Services,13.63,1.75,0.43,0.0,,0.05,5.63,29.34,4.63,50.0
CG,The Carlyle Group Inc.,Financial Services,20.95,3.96,1.48,1.64,,0.0,9.43,62.01,1.35,62.5
DOCU,"DocuSign, Inc.",Technology,13.15,6.94,,0.07,0.14,0.0,-13.06,31.74,0.0,75.0
SCG.AX,SCENTRE STAPLED [SCG],Real Estate,19.1,1.1,,0.92,,0.04,2.96,21.17,0.0,25.0
7936.T,ASICS CORP,Consumer Cyclical,36.49,10.48,4.67,0.5,0.18,0.01,-7.62,62.71,0.43,37.5
NST.AX,NTH STAR FPO [NST],Basic Materials,22.05,2.31,,0.18,,0.03,10.45,35.15,0.0,50.0
FBK,FB Financial Corporation,Financial Services,24.31,1.34,,0.0,,0.02,0.02,10.84,0.0,25.0
SGE.L,THE SAGE GROUP PLC ORD 1 4/77P,Technology,34.16,1423.41,1.36,1.95,,0.0,-6.18,15.94,1.47,75.0
NBIX,"Neurocrine Biosciences, Inc.",Healthcare,36.99,4.59,,0.18,0.2,0.0,-6.37,-15.14,0.0,62.5
OMC,Omnicom Group Inc.,Communication Services,10.43,3.15,1.26,1.29,0.21,0.04,0.61,-19.23,1.59,75.0
COO,"The Cooper Companies, Inc.",Healthcare,33.96,1.69,1.05,0.31,0.07,0.0,-6.22,-24.52,1.9,62.5
TECK.B.TO,,,,,,0.0,,,,,0.0,12.5
EPI-A.ST,Epiroc AB ser. A,Industrials,26.55,6.19,3.77,0.55,0.33,0.02,-6.97,7.09,0.53,62.5
ALFA.ST,Alfa Laval AB,Industrials,21.64,4.3,2.24,0.44,0.2,0.02,1.06,-2.7,0.9,100.0
LOGN.SW,LOGITECH N,Technology,23.55,5.37,1.98,0.04,0.31,0.02,6.45,9.86,1.01,87.5
7532.T,PAN PACIFIC INTL HLDGS CORP,Consumer Defensive,34.84,5.36,5.53,0.77,0.1,0.0,7.71,55.49,0.36,50.0
DT,"Dynatrace, Inc.",Technology,28.54,5.17,2.32,0.03,0.07,0.0,-17.71,-3.08,0.86,87.5
BIRG,,,,,,0.0,,,,,0.0,12.5
WSO,"Watsco, Inc.",Industrials,32.79,5.64,2.63,0.14,0.28,0.03,-12.59,-10.79,0.76,75.0
LISP.SW,LINDT PS,Consumer Defensive,42.41,0.57,0.96,0.36,,0.13,-10.45,6.61,2.09,62.5
GGG,Graco Inc.,Industrials,29.61,5.53,2.74,0.02,0.24,0.01,-5.3,5.61,0.73,75.0
COH.AX,COCHLEAR FPO [COH],Healthcare,54.64,10.84,,0.13,,0.01,2.05,-5.05,0.0,37.5
AVY,Avery Dennison Corporation,Consumer Cyclical,19.15,6.06,2.1,1.61,0.19,0.02,-6.93,-16.3,0.95,75.0
WPC,W. P. Carey Inc. REIT,Real Estate,43.34,1.76,,1.05,0.04,0.05,6.6,24.17,0.0,12.5
WN.TO,WESTON GEORGE,Consumer Defensive,34.46,7.14,,1.85,0.22,0.01,-2.12,29.51,0.0,50.0
STMN.SW,STRAUMANN N,Healthcare,35.17,7.89,1.81,0.2,,0.01,-4.58,-7.22,1.1,87.5
EG,"Everest Group, Ltd.",Financial Services,17.24,0.92,,0.24,0.06,0.02,-3.05,-7.52,0.0,37.5
WRT1V,,,,,,0.0,,,,,0.0,12.5
4507.T,SHIONOGI & CO,Healthcare,13.17,1.63,,0.02,0.06,0.02,6.99,30.4,0.0,37.5
9503.T,KANSAI ELECTRIC POWER CO INC,Utilities,4.55,0.71,,1.42,0.02,0.03,12.18,-17.05,0.0,25.0
ALLE,Allegion plc,Industrials,22.74,7.87,1.99,1.25,0.22,0.01,9.1,28.89,1.01,75.0
HEN3,,,,,,0.0,,,,,0.0,12.5
WTC.AX,WISETECH FPO [WTC],Technology,123.73,24.54,,0.03,,0.0,2.37,32.24,0.0,37.5
URW,,,,,,0.0,,,,,0.0,12.5
UTHR,United Therapeutics Corporation,Healthcare,11.68,1.9,,0.0,0.23,0.0,0.31,-8.71,0.0,62.5
11.HK,,,,,,0.0,,,,,0.0,12.5
8473.T,SBI HOLDINGS INC,Financial Services,12.44,1.47,,3.2,0.01,0.03,25.18,102.55,0.0,25.0
IAG.AX,INSUR.AUST FPO [IAG],Financial Services,16.75,2.88,,0.39,,0.03,1.07,27.02,0.0,62.5
SCHP.SW,SCHINDLER PS,Industrials,32.4,6.51,3.46,0.15,0.28,0.02,1.99,33.91,0.58,75.0
ARX.TO,ARC RESOURCES LTD.,Energy,10.73,1.91,,0.35,0.2,0.03,-2.83,19.02,0.0,75.0
CPU.AX,CSHARE FPO [CPU],Financial Services,28.85,12.59,,1.15,,0.01,3.75,62.57,0.0,50.0
CCH.L,COCA-COLA HBC AG ORD CHF6.70 (C,Consumer Defensive,19.32,407.67,1.66,1.25,,0.0,-3.52,41.83,1.2,75.0
1605.T,INPEX CORPORATION,Energy,6.3,0.58,,0.23,0.19,0.02,6.17,15.41,0.0,37.5
EQT.ST,EQT AB,Financial Services,42.34,54.23,1.08,0.36,,0.0,2.34,9.1,1.85,62.5
CNC,Centene Corporation,Healthcare,6.21,0.46,1.32,0.64,0.08,0.0,-22.67,-66.33,1.51,50.0
RCI.B.TO,,,,,,0.0,,,,,0.0,12.5
EMA.TO,EMERA INCORPORATED,Utilities,22.76,1.67,,1.46,0.06,0.0,8.47,43.67,0.0,25.0
EDP,27498,,,,,0.0,,,,,0.0,12.5
SN..L,,,,,,0.0,,,,,0.0,12.5
TRN,"Trinity Industries, Inc.",Industrials,21.23,2.18,,4.67,0.06,0.04,-1.69,-14.18,0.0,12.5
DKS,Dick's Sporting Goods Inc,Consumer Cyclical,15.11,5.48,1.68,1.5,0.35,0.02,0.44,4.31,1.19,75.0
S63.SI,ST Engineering,Industrials,39.5,10.14,2.2,1.97,,0.02,5.46,112.15,0.91,75.0
LYB,LyondellBasell Industries NV,Basic Materials,104.38,1.32,0.99,1.11,0.02,0.11,-24.34,-45.57,2.03,37.5
MB,MasterBeef Group,Consumer Cyclical,59.52,7.82,,6.6,,0.0,49.55,262.93,0.0,12.5
SOON.SW,SONOVA N,Healthcare,24.88,5.03,,0.66,,0.02,-2.72,-18.92,0.0,37.5
8830.T,SUMITOMO REALTY & DEVELOPMENT C,Real Estate,14.71,1.25,,1.75,0.02,0.01,7.41,37.18,0.0,12.5
8795.T,T&D HOLDINGS INC,Financial Services,16.08,1.53,,0.14,0.05,0.02,22.83,84.75,0.0,37.5
INCY,Incyte Corporation,Healthcare,18.53,3.65,0.14,0.01,0.3,0.0,14.07,28.34,14.3,87.5
RDDT,"Reddit, Inc.",Communication Services,95.75,16.88,,0.01,0.06,0.0,47.92,307.18,0.0,25.0
BBY,"Best Buy Co., Inc.",Consumer Cyclical,16.82,5.27,2.09,1.47,0.32,0.06,-4.82,-13.7,0.96,75.0
7733.T,OLYMPUS CORPORATION,Healthcare,17.76,2.74,2.61,0.3,0.05,0.0,7.54,-21.87,0.77,75.0
9104.T,MITSUI O.S.K. LINES LTD,Industrials,4.13,0.67,,0.9,0.03,0.07,2.36,14.3,0.0,25.0
KIM,Kimco Realty Corporation (HC),Real Estate,25.38,1.34,,0.77,0.04,0.05,-1.61,-0.42,0.0,37.5
1CO,,,,,,0.0,,,,,0.0,12.5
BMRN,BioMarin Pharmaceutical Inc.,Healthcare,16.91,1.83,0.98,0.1,0.13,0.0,-3.92,-35.32,2.04,87.5
6988.T,NITTO DENKO CORP,Basic Materials,16.75,2.19,3.33,0.0,0.07,0.02,18.48,59.06,0.6,37.5
PST,ProShares UltraShort Lehman 7-1,,,,,0.0,,,-0.96,5.46,0.0,12.5
JKHY,"Jack Henry & Associates, Inc.",Technology,27.48,5.78,4.44,0.11,0.26,0.01,-10.12,-1.68,0.45,87.5
BG,Bunge Limited,Consumer Defensive,8.36,1.02,,1.02,0.1,0.03,9.65,-11.52,0.0,37.5
QIA,,,,,,0.0,,,,,0.0,12.5
JHX.AX,J HARDIE CDI 1:1 [JHX],Basic Materials,28.41,8.53,,0.56,0.19,0.0,1.01,-13.51,0.0,50.0
TOU.TO,TOURMALINE OIL CORP,Energy,14.49,1.36,,0.1,0.11,0.03,-7.79,4.93,0.0,62.5
G1A,,,,,,0.0,,,,,0.0,12.5
4684.T,OBIC CO LTD,Technology,37.27,5.36,,0.0,0.08,0.01,0.7,17.43,0.0,62.5
6.HK,,,,,,0.0,,,,,0.0,12.5
ARE,Alexandria Real Estate Equities,Real Estate,,0.74,,0.63,0.01,0.07,-3.71,-30.91,0.0,12.5
CNA.L,CENTRICA PLC ORD 6 14/81P,Utilities,,246.87,,0.79,,0.0,5.25,32.36,0.0,12.5
SY1,,,,,,0.0,,,,,0.0,12.5
DOC,"Healthpeak Properties, Inc.",Real Estate,70.67,1.49,,1.09,0.03,0.07,-6.6,-17.42,0.0,12.5
CPT,Camden Property Trust,Real Estate,73.79,2.5,,0.82,0.04,0.04,-6.63,-8.43,0.0,25.0
GFC,,,,,,0.0,,,,,0.0,12.5
COV,,,,,,0.0,,,,,0.0,12.5
CU.TO,"CANADIAN UTILITIES LTD., CL.A, ",Utilities,23.25,1.92,,1.58,0.07,0.05,1.92,23.35,0.0,25.0
1038.HK,CKI HOLDINGS,Utilities,16.32,1.15,2.18,0.15,,0.05,8.08,5.72,0.92,50.0
UHALB,,,,,,0.0,,,,,0.0,12.5
CRDA.L,CRODA INTERNATIONAL PLC ORD 10.,Basic Materials,16.68,161.97,1.14,0.33,,0.0,-14.54,-33.14,1.76,62.5
CVC,2393377,,,,,0.0,,,,,0.0,12.5
ROCK-B.CO,Rockwool A/S ser. B,Industrials,15.25,19.64,,0.0,0.22,0.0,-0.09,9.76,0.0,62.5
CPR,,,,,,0.0,,,,,0.0,12.5
IPN,SPDR S&P International Industri,,,,,0.0,,,,,0.0,12.5
DEMANT.CO,Demant A/S,Healthcare,19.25,5.71,0.9,1.63,,0.0,-3.68,-2.44,2.23,62.5
1997.HK,WHARF REIC,Real Estate,,0.38,1.92,0.19,,0.0,0.51,18.34,0.0,37.5
TIT,,,,,,0.0,,,,,0.0,12.5
ICL.TA,ICL GROUP LTD,Basic Materials,21.5,461.47,,0.47,0.09,0.0,-9.21,43.19,0.0,37.5
BMED,iShares Health Innovation Activ,,26.28,,,0.0,,,-1.59,-2.93,0.0,25.0
AMUN,,,,,,0.0,,,,,0.0,12.5
4716.T,ORACLE CORP JAPAN,Technology,34.84,12.89,,0.0,0.32,0.0,-0.48,36.06,0.0,50.0
F34.SI,Wilmar Intl,Consumer Defensive,12.33,0.93,1.43,1.28,,0.04,-0.34,1.55,1.41,50.0
